Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1.0,4263.31,5009.39,5860.98,2013
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1.0,2458.42,2888.65,3379.72,2013
ABILIFY 10MG 28TAB,28.0,493.61,579.99,678.59,2013
ABILIFY 15MG 28TAB,28.0,485.7,570.7,667.72,2013
ABILIFY 30MG 28TAB,28.0,771.48,906.49,1060.6,2013
ABILIFY 5MG 28TAB,28.0,461.06,541.74,633.84,2013
ABITREN 100MG 10 SR TAB,10.0,8.45,11.57,13.54,2013
ABITREN 100MG 20 SR TAB,20.0,16.89,23.14,27.08,2013
ABITREN 50MG 10SUPP,10.0,8.56,11.72,13.72,2013
ABITREN INJ 75MG/3CC,5.0,8.62,11.8,13.81,2013
ACERIL 12.5MG 90TAB,90.0,21.25,29.11,34.06,2013
ACERIL 25MG 90TAB,90.0,35.27,48.32,56.54,2013
ACERIL 50MG 90TAB,90.0,62.86,84.55,98.93,2013
ACLASTA 5MG/100ML 1BOTTLE,1.0,1683.52,1978.14,2314.42,2013
ACNETRIM SOL 25ML,25.0,12.2,16.71,19.56,2013
ACOMPLIA 20MG 28TAB,28.0,,,,2013
ACROSE 100MG 30TAB,30.0,21.66,29.67,34.71,2013
ACROSE 50MG 30TAB,30.0,15.58,21.35,24.98,2013
ACTEMRA 20MG/ML 1X10ML(200MG) CONC. FOR SOLUTION FOR INF.,1.0,1759.82,2067.78,2419.31,2013
ACTEMRA 20MG/ML 1X20ML(400MG) CONC. FOR SOLUTION FOR INF.,1.0,3499.49,4111.9,4810.92,2013
ACTEMRA 20MG/ML 1X4ML(80MG) CONC. FOR SOLUTION FOR INF.,1.0,711.37,835.86,977.96,2013
ACTIQ 1200MCG 30 COMPRESSED TAB,30.0,1036.76,1218.2,1425.29,2013
ACTIQ 1600MCG 30 COMPRESSED TAB,30.0,1036.76,1218.2,1425.29,2013
ACTIQ 200MCG 30 COMPRESSED TAB,30.0,944.14,1109.36,1297.95,2013
ACTIQ 400MCG 30 COMPRESSED TAB,30.0,944.14,1109.36,1297.95,2013
ACTIQ 600MCG 30 COMPRESSED TAB,30.0,944.14,1109.36,1297.95,2013
ACTIQ 800MCG 30 COMPRESSED TAB,30.0,948.34,1114.3,1303.73,2013
ACTIVELLE 28TAB,28.0,39.81,53.55,62.65,2013
ACTONEL 30MG 28TAB,28.0,631.7,742.24,868.43,2013
ACTONEL 5MG 28TAB,28.0,70.27,94.51,110.58,2013
ACTONEL 75MG 2TAB,2.0,78.85,106.05,124.08,2013
ACTONEL ONCE A MONTH 150 MG 1 F.C. TAB,,,,,2013
ACTONEL ONCE A WEEK 35MG 4TAB,4.0,60.11,80.85,94.6,2013
ACYCLOVENIR 250MG 5VIAL/10ML,5.0,191.22,239.02,279.66,2013
ADAFERIN CREAM 0.1% 30GR,30.0,28.13,38.54,45.09,2013
ADAFERINE GEL 30GR,30.0,28.13,38.54,45.09,2013
ADIZEM CD 120MG 30CAP,30.0,29.95,41.03,48.0,2013
ADIZEM CD 180MG 30CAP,30.0,35.45,48.57,56.82,2013
ADIZEM CD 240MG 30CAP,30.0,46.83,62.98,73.69,2013
AERIUS 5MG 15TAB,15.0,15.46,21.18,24.79,2013
AERIUS 5MG 30TAB,30.0,30.93,42.37,49.57,2013
AERIUS SYRUP 0.5MG/ML 120ML,120.0,17.26,23.64,27.66,2013
AEROVENT SOL 20ML,20.0,25.05,34.32,40.15,2013
AFINITOR 10MG 30TABLETS,30.0,18109.16,21278.26,24895.56,2013
AFINITOR 2.5MG 30TABLETS,30.0,7465.27,8771.69,10262.87,2013
AFINITOR 5MG 30TABLETS,30.0,14941.48,17556.24,20540.81,2013
AFLUMYCIN CREAM 20GR,20.0,,,,2013
AGGRENOX 60 CAPS,60.0,58.66,78.9,92.31,2013
AGIOLAX GRANULES 200GR,200.0,47.82,64.32,75.25,2013
AGISERC 16MG 30TAB,30.0,12.87,17.63,20.62,2013
AGISPOR CREAM 15GR,15.0,19.9,27.26,31.9,2013
AGISPOR GEL 15GR,15.0,10.54,14.44,16.89,2013
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10.0,93.81,126.18,147.63,2013
AGISPOR SHAMPO 100ML,100.0,,,,2013
AGISPOR SOL 15ML,15.0,13.33,18.27,21.37,2013
AGISTEN 1 VAGINAL TAB  0.5GR,1.0,9.51,13.03,15.24,2013
AGISTEN 3 VCR 20GR 2%,20.0,17.14,23.49,27.48,2013
AGISTEN 6 VAGINAL TAB 0.1GR,6.0,9.04,12.38,14.49,2013
AGRIPPAL S1,1.0,25.56,35.02,40.97,2013
AGRYLIN 0.5MG 100CAP,100.0,2067.84,2429.71,2842.76,2013
AHISTON 2MG 20TAB,20.0,14.05,19.25,22.52,2013
