Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1.0,3826.96,4496.68,5306.08,2015
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1.0,2288.6,2689.1,3173.14,2015
ABILIFY 10MG 28TAB,28.0,455.76,535.52,631.91,2015
ABILIFY 15MG 28TAB,28.0,442.31,519.71,613.26,2015
ABILIFY 30MG 28TAB,28.0,696.7,818.62,965.98,2015
ABILIFY 5MG 28TAB,28.0,417.63,490.71,579.04,2015
ABITREN 100MG 10 SR TAB,10.0,7.18,9.83,11.6,2015
ABITREN 100MG 20 SR TAB,20.0,14.35,19.66,23.2,2015
ABITREN 50MG 10SUPP,10.0,8.04,11.01,13.0,2015
ABITREN INJ 75MG/3CC,5.0,8.07,11.06,13.05,2015
ABSTRAL 100MCG 30TAB SUBLINGUAL,30.0,786.34,923.95,1090.26,2015
ABSTRAL 200MCG 30TAB SUBLINGUAL,30.0,854.42,1003.95,1184.66,2015
ABSTRAL 400MCG 30TAB SUBLINGUAL,30.0,881.36,1035.6,1222.01,2015
ABSTRAL 600MCG 30TAB SUBLINGUAL,30.0,893.29,1049.61,1238.54,2015
ABSTRAL 800MCG 30 TAB SUBLINGUAL,30.0,885.36,1040.3,1227.56,2015
ACERIL 12.5MG 90TAB,90.0,22.1,30.28,35.73,2015
ACERIL 25MG 90TAB,90.0,26.24,35.94,42.41,2015
ACERIL 50MG 90TAB,90.0,42.62,57.33,67.65,2015
ACLASTA 5MG/100ML 1BOTTLE,1.0,1321.96,1553.3,1832.89,2015
ACNETRIM SOL 25ML,25.0,12.2,16.71,19.72,2015
ACOMPLIA 20MG 28TAB,28.0,,,,2015
ACROSE 100MG 30TAB,30.0,19.78,27.09,31.97,2015
ACROSE 50MG 30TAB,30.0,13.72,18.8,22.18,2015
ACTEMRA 20MG/ML 1X10ML(200MG) CONC. FOR SOLUTION FOR INF.,1.0,1627.78,1912.64,2256.92,2015
ACTEMRA 20MG/ML 1X4ML(80MG) CONC. FOR SOLUTION FOR INF.,1.0,658.21,773.39,912.6,2015
ACTIQ 1200MCG 30 COMPRESSED TAB,30.0,987.34,1160.12,1368.95,2015
ACTIQ 1600MCG 30 COMPRESSED TAB,30.0,987.34,1160.12,1368.95,2015
ACTIQ 200MCG 30 COMPRESSED TAB,30.0,854.42,1003.95,1184.66,2015
ACTIQ 400MCG 30 COMPRESSED TAB,30.0,881.36,1035.6,1222.01,2015
ACTIQ 600MCG 30 COMPRESSED TAB,30.0,893.29,1049.61,1238.54,2015
ACTIQ 800MCG 30 COMPRESSED TAB,30.0,885.36,1040.3,1227.56,2015
ACTIVELLE 28TAB,28.0,39.34,52.91,62.44,2015
ACTONEL 5MG 28TAB,28.0,57.73,77.65,91.63,2015
ACTONEL ONCE A MONTH 150 MG 1 F.C. TAB,1.0,,,,2015
ACTOS 15MG 28TAB,28.0,64.05,86.15,101.65,2015
ACTOS 30MG 28TAB,28.0,116.12,145.15,171.28,2015
ACTOS 45MG 28TAB,28.0,157.85,197.31,232.83,2015
ACYCLO-V 200MG 30TAB,30.0,31.74,43.48,51.31,2015
ACYCLO-V 400MG 30TAB,30.0,26.16,35.84,42.29,2015
ACYCLOVENIR 250MG 5VIAL/10ML,5.0,165.94,207.42,244.76,2015
ADAFERIN CREAM 0.1% 30GR,30.0,26.89,36.84,43.47,2015
ADAFERINE GEL 30GR,30.0,26.89,36.84,43.47,2015
ADCETRIS 50MG/VIAL,1.0,16810.0,19751.75,23307.06,2015
ADCIRCA 20MG 56TAB,56.0,2378.35,2794.56,3297.58,2015
ADIZEM CD 120MG 30CAP,30.0,24.85,34.04,40.17,2015
ADIZEM CD 180MG 30CAP,30.0,31.85,43.63,51.48,2015
ADIZEM CD 240MG 30CAP,30.0,43.77,58.87,69.46,2015
AERIUS 5MG 15TAB,15.0,10.0,13.7,16.17,2015
AERIUS 5MG 30TAB,30.0,20.0,27.41,32.34,2015
AERIUS SYRUP 0.5MG/ML 120ML,120.0,10.82,14.83,17.5,2015
AEROVENT SOL 20ML,20.0,22.87,31.33,36.97,2015
AFINITOR 10MG 30TABLETS,30.0,15769.26,18528.88,21864.08,2015
AFINITOR 2.5MG 30TABLETS,30.0,6476.05,7609.36,8979.04,2015
AFINITOR 5MG 30TABLETS,30.0,11341.08,13325.77,15724.41,2015
AFLUMYCIN CREAM 20GR,20.0,,,,2015
AGGRASTAT 0.05MG/ML BAG 250ML,250.0,802.82,943.32,1113.12,2015
AGGRENOX 60 CAPS,60.0,51.04,68.64,81.0,2015
AGIOLAX GRANULES 200GR,200.0,40.16,54.02,63.74,2015
AGISERC 16MG 30TAB,30.0,11.3,15.48,18.27,2015
AGISPOR CREAM 15GR,15.0,18.3,25.06,29.58,2015
AGISPOR GEL 15GR,15.0,8.07,11.05,13.04,2015
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10.0,89.34,120.16,141.79,2015
AGISPOR SHAMPO 100ML,100.0,,,,2015
AGISPOR SOL 15ML,15.0,12.83,17.58,20.74,2015
AGISTEN 1 VAGINAL TAB  0.5GR,1.0,9.08,12.44,14.68,2015
AGISTEN 3 VCR 20GR 2%,20.0,17.78,24.36,28.75,2015
AGISTEN 6 VAGINAL TAB 0.1GR,6.0,8.76,12.01,14.17,2015
AGRIPPAL S1,1.0,24.34,33.35,39.35,2015
AGRYLIN 0.5MG 100CAP,100.0,1883.09,2212.63,2610.9,2015
AKNE-MYCIN EMUL. 25G,25.0,,,,2015
AKNE-MYCIN PLUS SOL 25ML,25.0,41.35,55.62,65.63,2015
AKNE-MYCIN SOL 25ML,25.0,12.2,16.71,19.72,2015
ALCON AZOPT 1% 5ML,5.0,42.2,56.76,66.98,2015
ALDACTONE 25MG 20T,20.0,7.15,9.8,11.56,2015
ALDARA 5% CREAM 12SACH,12.0,273.59,321.46,379.33,2015
ALDURAZYME 500U/5ML 1VIAL(5ML),1.0,3138.37,3687.58,4351.35,2015
ALENDRONATE TEVA 10MG 30TAB,30.0,58.34,78.47,92.6,2015
ALENDRONATE TEVA 70MG 4TAB,4.0,35.1,48.08,56.74,2015
ALFU-KAL XL 10MG 30TAB,30.0,52.1,70.07,82.68,2015
ALFUZOSIN ER TEVA 10MG 30 XR TAB,30.0,52.1,70.07,82.68,2015
ALIMTA 100MG/VIAL VIAL 10ML,1.0,1094.47,1286.0,1517.48,2015
ALIMTA 500MG/VIAL VIAL 50ML,1.0,5409.73,6356.43,7500.59,2015
ALKERAN  2MG 25 TABS,25.0,209.81,246.52,290.9,2015
ALKERAN INJ 50MG/10ML,1.0,121.24,151.55,178.83,2015
ALLEGRO NASAL SPRAY 15ML (120DOSES),120.0,32.8,44.93,53.02,2015
ALLORIL 100MG 50TAB,50.0,7.68,10.52,12.42,2015
ALLORIL 300MG 20TAB,20.0,6.15,8.42,9.94,2015
