Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1.0,2747.9720780000002,3022.7692858000005,3536.639934662816,2020
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1.0,1554.1491386666664,1826.1252379333332,2136.5664500132066,2020
ABELCET 5MG/ML 10 VIAL 20ML (100MG/20ML),10.0,3702.284790666667,4072.5132697333343,4764.840350814692,2020
ABILIFY  MAINTENA 300 MG VIAL,1.0,1075.83311,1264.1039042500001,1479.001513723046,2020
ABILIFY 10MG 28TAB,28.0,175.7144,219.64300000000003,256.98230057394505,2020
ABILIFY 15MG 28TAB,28.0,183.4681,229.335125,268.32208640800417,2020
ABILIFY 30MG 28TAB,28.0,277.4808,326.03994,381.46671580788376,2020
ABILIFY 5MG 28TAB,28.0,166.6287,208.285875,243.69446481133997,2020
ABILIFY MAINTENA 400 MG/PREFILLED SYR,1.0,955.6693536666666,1122.9114905583333,1313.8063957631168,2020
ABIRATERONE ACETATE 250MG 120TAB,120.0,13221.014,14543.1154,17015.4443938772,2020
ABITREN 100MG 10 SR TAB,10.0,7.176,9.83112,11.502409978094102,2020
ABITREN 100MG 20 SR TAB,20.0,12.5787,17.232819,20.16239749044764,2020
ABITREN 50MG 10SUPP,10.0,8.04,11.0148,12.887315527296066,2020
ABITREN INJ 75MG/3CC,5.0,8.074,11.06138,12.94181412529707,2020
ABRAXANE 5MG/ML VIAL 100MG/20ML,1.0,1047.5394501,1230.8588538675,1440.1048062022437,2020
ABSTRAL 100MCG 30TAB SUBLINGUAL,30.0,748.294,879.24545,1028.7171387668789,2020
ABSTRAL 200MCG 30TAB SUBLINGUAL,30.0,762.3881,895.8060175,1048.0930020311764,2020
ABSTRAL 400MCG 30TAB SUBLINGUAL,30.0,744.6046,874.9104050000001,1023.6451363029189,2020
ABSTRAL 600MCG 30TAB SUBLINGUAL,30.0,757.4304,889.98072,1041.277404206171,2020
ABSTRAL 800MCG 30 TAB SUBLINGUAL,30.0,740.0613,869.5720275,1017.3992348570171,2020
ACCOFIL 300 MCG/0.5 ML,1.0,125.59494849999999,156.99368562499998,183.68260544381192,2020
ACCOFIL 480 MCG/0.5 ML 1PFS,1.0,193.39000000000001,227.23325000000003,265.8628927482069,2020
ACERIL 12.5MG 90TAB,90.0,11.0162,15.092194000000001,17.6578663323133,2020
ACERIL 25MG 90TAB,90.0,23.4829,32.171573,37.64073902934587,2020
ACERIL 50MG 90TAB,90.0,30.9335,42.378895,49.58330533129513,2020
ACLASTA 5MG/100ML 1BOTTLE,1.0,814.5378,957.081915,1119.7857994765002,2020
ACNETRIM SOL 25ML,25.0,11.4049,15.624713,18.280913539460062,2020
ACROSE 100MG 30TAB,30.0,17.7275,24.286675000000002,28.415408707728986,2020
ACROSE 50MG 30TAB,30.0,12.3148,16.871276,19.739392195963386,2020
ACTEMRA 162 MG S.C. 4 SYRINGE PREFILLED,4.0,3413.7917386666663,3755.170912533333,4393.549806509547,2020
ACTEMRA 20MG/ML 1X10ML(200MG) CONC. FOR SOLUTION FOR INF.,1.0,1117.7400653333332,1313.3445767666665,1536.6130984543652,2020
ACTEMRA 20MG/ML 1X4ML(80MG) CONC. FOR SOLUTION FOR INF.,1.0,447.09576633333336,525.3375254416667,614.6448822217093,2020
ACTILYSE 20 MG 1VIAL/20ML,1.0,655.3310526666666,770.0139868833332,900.9163316080845,2020
ACTILYSE 50 MG 1VIAL/50ML,1.0,2363.0,2599.3,3041.18088845015,2020
ACTIQ 1200MCG 30 COMPRESSED TAB,30.0,812.8064795999999,955.0476135299999,1117.4056668439027,2020
ACTIQ 1600MCG 30 COMPRESSED TAB,30.0,812.8064795999999,955.0476135299999,1117.4056668439027,2020
ACTIQ 200MCG 30 COMPRESSED TAB,30.0,627.231,736.996425,862.2857856215447,2020
ACTIQ 400MCG 30 COMPRESSED TAB,30.0,759.1940549999999,892.053014625,1043.7019888284876,2020
ACTIQ 600MCG 30 COMPRESSED TAB,30.0,763.320978,896.90214915,1049.3754760146355,2020
ACTIQ 800MCG 30 COMPRESSED TAB,30.0,876.2037,1029.5393475,1204.5609923919646,2020
ACTIVELLE 28TAB,28.0,24.53696,33.6156352,39.33029174137344,2020
ACTONEL ONCE A MONTH 150 MG 1 F.C. TAB,1.0,,,,2020
ACTOS 15MG 28TAB,28.0,50.30872,67.6652284,79.16831432412343,2020
ACTOS 30MG 28TAB,28.0,81.08046239999999,109.05322192799999,127.59226497570343,2020
ACTOS 45MG 28TAB,28.0,111.19856430666667,138.99820538333333,162.62789433334416,2020
ACYCLO-V 200MG 30TAB,30.0,27.8579,38.165323,44.653426272122026,2020
ACYCLO-V 400MG 30TAB,30.0,23.7478,32.53448600000001,38.06534722377134,2020
ACYCLOVENIR 250MG 5VIAL/10ML,5.0,142.2629,177.828625,208.05948361842334,2020
ADAFERIN CREAM 0.1% 30GR,30.0,24.080099999999998,32.989737,38.59799087423408,2020
ADAFERINE GEL 30GR,30.0,24.390299999999996,33.414711,39.09521043599617,2020
ADCETRIS 50MG/VIAL,1.0,11686.378404633333,12855.016245096667,15040.368455085654,2020
ADEMPAS 1.5MG 42TAB,42.0,4286.2271361,4714.849849710001,5516.374121821296,2020
ADEMPAS 1MG 42TAB,42.0,4286.2271361,4714.849849710001,5516.374121821296,2020
ADEMPAS 2.5MG 84TAB,84.0,8572.4542722,9429.699699420002,11032.748243642593,2020
ADEMPAS 2MG 42TAB,42.0,4286.2271361,4714.849849710001,5516.374121821296,2020
ADENO AVENIR  3MG/ML  VIAL 2ML,6.0,67.90541999999999,91.3327899,106.85936026342188,2020
"ADENOCOR 3 MG/ML 6 VIALS 2ML
 VIAL 2 ML",6.0,67.90541999999999,91.3327899,106.85936026342188,2020
ADENOHARDT 3MG/ML 6 VIAL 2ML,6.0,67.90541999999999,91.3327899,106.85936026342188,2020
ADIZEM CD 120MG 30CAP,30.0,13.1808,18.057696,21.12750354504776,2020
ADIZEM CD 180MG 30CAP,30.0,20.2728,27.773736000000003,32.49526992808056,2020
ADIZEM CD 240MG 30CAP,30.0,33.1495482,45.414881034000004,53.13540886078475,2020
ADRENALINE S.A.L.F 1 MG/ML 5 AMP,5.0,15.698862666666667,21.507441853333336,25.163706045400733,2020
ADVAGRAF 0.5MG 50  P.R. CAPS,50.0,126.0,157.5,184.274993240833,2020
ADVAGRAF 1MG 50  P.R. CAPS,50.0,230.0,270.25,316.192488402128,2020
ADVAGRAF 3MG 50  P.R. CAPS,50.0,681.0,800.175,936.204715660215,2020
ADVAGRAF 5MG 50  P.R. CAPS,50.0,1112.0,1306.6,1528.72194392681,2020
ADVATE 1000 IU VIAL,1.0,2128.9637251400004,2341.8600976540006,2739.9762137534485,2020
ADVATE 250 IU VIAL,1.0,543.18084272,638.237490196,746.7378361391384,2020
ADVATE 500 IU VIAL,1.0,1042.6724513,1225.1401302775,1433.4138998473645,2020
AERIUS 5MG 30TAB,30.0,18.5252,25.379524000000004,29.694041990828996,2020
AERIUS SYRUP 0.5MG/ML 120ML,120.0,9.516,13.03692,15.25319584051609,2020
AEROVENT SOL 20ML,20.0,17.7555,24.325035000000003,28.460289906082753,2020
AFINITOR 10MG 30TABLETS,30.0,7643.0274733999995,8407.33022074,9836.575997462329,2020
AFINITOR 2.5MG 30TABLETS,30.0,2682.4999500000004,2950.7499450000005,3452.377309017551,2020
AFINITOR 5MG 30TABLETS,30.0,6066.2408794,6672.8649673400005,7807.251725419504,2020
AFLUMYCIN CREAM 20GR,20.0,,,,2020
AGGRASTAT 0.05MG/ML BAG 250ML,250.0,570.8725000000001,670.7751875000001,784.8069405884521,2020
AGIOLAX GRANULES 200GR,200.0,33.02058,45.23819460000001,52.92868574058731,2020
AGISERC 16MG 30TAB,30.0,9.735,13.33695,15.604230927640199,2020
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10.0,73.22463,98.48712735000001,115.22993477289104,2020
AGISPOR SHAMPO 100ML,100.0,,,,2020
AGISTEN 3 VCR 20GR 2%,20.0,14.203408666666668,19.45866987333334,22.76664291672449,2020
AGISTEN LOZENGES 10 MG 70 TABLETS,70.0,,,,2020
AGNUCASTON  2*15 TABS   4 MG,30.0,17.799547500000003,24.385380075000004,28.530893641243026,2020
AHISTON 2MG 20TAB,20.0,,,,2020
AIMOVIG  70MG  PREFILLED PEN,1.0,1948.7821463,2143.66036093,2508.0825302921776,2020
AJOVY 225MG/1.5ML,1.0,2090.4011149499997,2299.4412264449998,2690.346136259338,2020
AKNE-MYCIN PLUS SOL 25ML,25.0,34.43154,47.1712098,55.19031344163129,2020
AKNE-MYCIN SOL 25ML,25.0,11.4049,15.624713,18.280913539460062,2020
AKYNZEO 1 PACKS,1.0,239.0,280.825,328.565237948298,2020
ALBIOMIN  20%  1VIAL/50ML,50.0,145.96,182.45,213.466492170095,2020
ALBUNORM 20% 100ML,100.0,197.94180333333333,232.58161891666666,272.12048415117977,2020
ALBUNORM 20% 50ML,50.0,145.96,182.45,213.466492170095,2020
ALBUNORM 5% VIAL 100ML,100.0,53.8299863333333,72.4013316183333,84.7095548863219,2020
ALBUNORM 5% VIAL 250ML,250.0,134.574965833333,168.218707291666,196.815880312086,2020
ALCON AZOPT 1% 5ML,5.0,22.299685233333335,30.550568769666672,35.74416414942183,2020
ALDACTONE 25MG 20T,20.0,7.15,9.7955,11.460734579622747,2020
ALDARA 5% CREAM 12SACH,12.0,181.9566,227.44575,266.11151773908733,2020
ALDURAZYME 500U/5ML 1VIAL(5ML),1.0,2270.4088033333333,2497.4496836666667,2922.0160227110873,2020
ALECENSA 150MG 240 CAPS,240.0,19374.842206399997,21312.32642704,24935.421005010976,2020
ALENDRONATE TEVA 10MG 30TAB,30.0,47.6078,64.032491,74.91801172202359,2020
ALENDRONATE TEVA 70MG 4TAB,4.0,27.5451,37.73678700000001,44.1520391705128,2020
ALEXAN 1000MG/20ML VIAL,1.0,52.169149999999995,70.16750674999999,82.09597988623727,2020
ALEXAN 2000MG/40ML VIAL,1.0,113.267,141.58375,165.65298142388465,2020
ALFU-KAL XL 10MG 30TAB,30.0,48.5083,65.2436635,76.33508349504572,2020
ALFUZOSIN ER TEVA 10MG 30 XR TAB,30.0,48.5083,65.2436635,76.33508349504572,2020
ALIMTA 100MG/VIAL VIAL 10ML,1.0,775.1132,910.75801,1065.5868326145064,2020
ALIMTA 500MG/VIAL VIAL 50ML,1.0,3800.4509,4180.49599,4891.18012889258,2020
ALKERAN  2MG 25 TABS,25.0,137.15698466666666,171.44623083333332,200.59208271732598,2020
ALKERAN INJ 50MG/10ML,1.0,284.40544,334.176392,390.9863642987051,2020
