Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1.0,2942.913674946667,3237.205042441334,3787.529760730592,2019
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1.0,1742.06673,2046.9284077500001,2394.906149222863,2019
ABELCET 5MG/ML VIAL 20ML (100MG/20ML),1.0,407.49759,478.80966825,560.2072913042183,2019
ABILIFY  MAINTENA 300 MG VIAL,1.0,1106.72499,1300.40186325,1521.4701241953062,2019
ABILIFY 10MG 28TAB,28.0,175.7144,219.64300000000003,256.98230057394505,2019
ABILIFY 15MG 28TAB,28.0,183.4681,229.335125,268.32208640800417,2019
ABILIFY 30MG 28TAB,28.0,277.4808,326.03994,381.46671580788376,2019
ABILIFY 5MG 28TAB,28.0,166.6287,208.285875,243.69446481133997,2019
ABILIFY MAINTENA 400 MG/PREFILLED SYR,1.0,1027.9927289999998,1207.891456575,1413.2329523556723,2019
ABIRATERONE ACETATE 250MG 120TAB,120.0,13221.014,14543.1154,17015.4443938772,2019
ABITREN 100MG 10 SR TAB,10.0,7.176,9.83112,11.502409978094102,2019
ABITREN 100MG 20 SR TAB,20.0,12.5787,17.232819,20.16239749044764,2019
ABITREN 50MG 10SUPP,10.0,8.04,11.0148,12.887315527296066,2019
ABITREN INJ 75MG/3CC,5.0,8.074,11.06138,12.94181412529707,2019
ABRAXANE 5MG/ML VIAL 100MG/20ML,1.0,1107.05574,1300.7904945,1521.924822741128,2019
ABSTRAL 100MCG 30TAB SUBLINGUAL,30.0,748.294,879.24545,1028.7171387668789,2019
ABSTRAL 200MCG 30TAB SUBLINGUAL,30.0,762.3881,895.8060175,1048.0930020311764,2019
ABSTRAL 400MCG 30TAB SUBLINGUAL,30.0,744.6046,874.9104050000001,1023.6451363029189,2019
ABSTRAL 600MCG 30TAB SUBLINGUAL,30.0,757.4304,889.98072,1041.277404206171,2019
ABSTRAL 800MCG 30 TAB SUBLINGUAL,30.0,740.0613,869.5720275,1017.3992348570171,2019
ACERIL 12.5MG 90TAB,90.0,11.0162,15.092194000000001,17.6578663323133,2019
ACERIL 25MG 90TAB,90.0,23.4829,32.171573,37.64073902934587,2019
ACERIL 50MG 90TAB,90.0,30.9335,42.378895,49.58330533129513,2019
ACLASTA 5MG/100ML 1BOTTLE,1.0,814.5378,957.081915,1119.7857994765002,2019
ACNETRIM SOL 25ML,25.0,11.4049,15.624713,18.280913539460062,2019
ACROSE 100MG 30TAB,30.0,17.7275,24.286675000000002,28.415408707728986,2019
ACROSE 50MG 30TAB,30.0,12.3148,16.871276,19.739392195963386,2019
ACTEMRA 162 MG S.C. 4 SYRINGE PREFILLED,4.0,3759.602143333333,4135.562357666667,4838.6077809909175,2019
ACTEMRA 20MG/ML 1X10ML(200MG) CONC. FOR SOLUTION FOR INF.,1.0,1203.63102,1414.2664485,1654.6916840512686,2019
ACTEMRA 20MG/ML 1X4ML(80MG) CONC. FOR SOLUTION FOR INF.,1.0,485.68086,570.6750105,667.6897377942854,2019
ACTILYSE 20 MG 1VIAL/20ML,1.0,1112.0,1306.6000000000001,1528.7219439268115,2019
ACTILYSE 50 MG 1VIAL/50ML,1.0,2780.0,3058.0,3577.85986876488,2019
ACTIQ 1200MCG 30 COMPRESSED TAB,30.0,843.9952499999999,991.69441875,1160.2824273785925,2019
ACTIQ 1600MCG 30 COMPRESSED TAB,30.0,843.9952499999999,991.69441875,1160.2824273785925,2019
ACTIQ 200MCG 30 COMPRESSED TAB,30.0,686.01015,806.0619262499999,943.0924191200749,2019
ACTIQ 400MCG 30 COMPRESSED TAB,30.0,812.178323,954.309529525,1116.542108589728,2019
ACTIQ 600MCG 30 COMPRESSED TAB,30.0,815.7145545999999,958.4646016549999,1121.4035428035115,2019
ACTIQ 800MCG 30 COMPRESSED TAB,30.0,876.2037,1029.5393475,1204.5609923919646,2019
ACTIVELLE 28TAB,28.0,30.56508,41.8741596,48.99276493495602,2019
ACTONEL ONCE A MONTH 150 MG 1 F.C. TAB,1.0,,,,2019
ACTOS 15MG 28TAB,28.0,52.5084,70.62379800000001,82.62984062915541,2019
ACTOS 30MG 28TAB,28.0,90.14292,121.2422274,141.85340085484808,2019
ACTOS 45MG 28TAB,28.0,126.28908674666668,157.86135843333335,184.69778259232547,2019
ACYCLO-V 200MG 30TAB,30.0,27.8579,38.165323,44.653426272122026,2019
ACYCLO-V 400MG 30TAB,30.0,23.7478,32.53448600000001,38.06534722377134,2019
ACYCLOVENIR 250MG 5VIAL/10ML,5.0,142.2629,177.828625,208.05948361842334,2019
ADAFERIN CREAM 0.1% 30GR,30.0,23.178001,31.75386137,37.152016440172105,2019
ADAFERINE GEL 30GR,30.0,23.3795914,32.030040218,37.475145680479805,2019
ADCETRIS 50MG/VIAL,1.0,12642.428432446666,13906.671275691335,16270.804795749276,2019
