Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1.0,3344.3563207847515,3929.6186769220812,4538.709571845004,2008
ABITREN 100MG 10 SR TAB,10.0,12.6704807065182,17.358558567929933,20.049135145959074,2008
ABITREN 100MG 20 SR TAB,20.0,25.3409614130364,34.717117135859866,40.09827029191815,2008
ABITREN 25MG 20TAB,20.0,4.73587819925184,6.488153132975021,7.4938168685861495,2008
ABITREN 50MG 10SUPP,10.0,10.809855253960484,14.809501697925883,17.104974461104394,2008
ABITREN INJ 75MG/3CC,5.0,12.314461592512384,16.870812381741988,19.485788300911995,2008
ACCOLATE 20MG 56TAB,56.0,161.4125775650664,201.76572195633247,233.03940885956402,2008
ACERIL 12.5MG 90TAB,90.0,41.23177746976427,55.45674069683299,64.0525355048421,2008
ACERIL 25MG 90TAB,90.0,53.33834747228159,71.74007735021875,82.85978933950267,2008
ACERIL 50MG 90TAB,90.0,85.1664929962507,114.5489330799572,132.30401770735057,2008
ACLASTA 5MG/100ML 1BOTTLE,1.0,2199.2247797210857,2584.0891161722807,2984.622929178984,2008
ACNETRIM SOL 25ML,25.0,12.791280688490462,17.524054543231983,20.240282997432942,2008
ACOMPLIA 20MG 28TAB,28.0,379.71091544364,446.160325646277,515.3151761214499,2008
ACTIVELLE 28TAB,28.0,39.56594686447203,53.21619853271484,61.464709305285645,2008
ACTONEL 30MG 28TAB,28.0,1135.518272189931,1334.2339698231676,1541.0402351457587,2008
ACTONEL 5MG 28TAB,28.0,148.03536342988983,185.0442042873625,213.7260559519037,2008
ACTONEL ONCE A WEEK 35MG 4TAB,4.0,157.01955333058777,196.274441663235,226.69698012103643,2008
ADAFERIN CREAM 0.1% 30GR,30.0,40.2867550788827,54.18568558109723,62.5844668461673,2008
ADAFERINE GEL 30GR,30.0,39.5099190722327,53.14084115215298,61.37767153073669,2008
ADEXONE SOL 50ML,50.0,,,,2008
ADIZEM CD 120MG 30CAP,30.0,37.4832397190582,51.35203841510974,59.31160436945175,2008
ADIZEM CD 180MG 30CAP,30.0,43.32255154200001,58.26883182399,67.30050075670844,2008
ADIZEM CD 240MG 30CAP,30.0,62.549349489,84.128875062705,97.16885069742429,2008
AERIUS 5MG 15TAB,15.0,29.832300160736086,40.87025122020846,47.20514015934077,2008
AERIUS SYRUP 0.5MG/ML 120ML,120.0,40.01384032178702,53.81861523280351,62.16050059388805,2008
AEROVENT SOL 20ML,20.0,27.559801919999998,37.7569286304,43.609252568112,2008
AFFECTINE 20MG 28CAP,28.0,51.29746489859753,68.99509028861364,79.68932928334875,2008
AFFECTINE 20MG 56CAP,56.0,96.9106539404686,121.13831742558574,139.91475662655154,2008
AFLUMYCIN CREAM 20GR,20.0,,,,2008
AGENERASE 150MG 240CAP,240.0,1365.0836886060001,1603.97333411205,1852.5892008994178,2008
AGENERASE ORAL SOL 240ML,240.0,190.1217359580706,237.65216994758876,274.488256289465,2008
AGISERC 16MG 30TAB,30.0,23.26868598327924,31.878099797092503,36.81920526564184,2008
AGISPOR CREAM 15GR,15.0,18.649954027828674,25.55043701812532,29.510754755934745,2008
AGISPOR GEL 15GR,15.0,11.249368854107141,15.411635330126728,17.80043880629637,2008
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10.0,104.337834,130.4222925,150.6377478375,2008
AGISPOR SHAMPO 100ML,100.0,,,,2008
AGISPOR SOL 15ML,15.0,14.406864748611605,19.737404705597893,22.796702434965567,2008
AGISTEN 1 VAGINAL TAB  0.5GR,1.0,17.53232526325566,24.019285610660308,27.742274880312657,2008
AGISTEN 3 VCR 20GX2%,20.0,19.045155306822245,26.091862770346417,30.13610149975011,2008
AGISTEN 6 VAGINAL TAB 0.1GR,6.0,16.80441993275596,23.02205530787572,26.59047388059646,2008
AGRIPPAL S1,1.0,33.569091914483884,45.98965592284294,53.1180525908836,2008
AGRYLIN 0.5MG 100CAP,100.0,2466.4395548025786,2898.066476893032,3347.266780811452,2008
AHISTON 2MG 20TAB,20.0,15.115196,20.70781852,23.9175303906,2008
AHISTON COMP DRP15ML,15.0,,,,2008
AKNE-MYCIN EMUL. 25G,25.0,,,,2008
AKNE-MYCIN PLUS SOL 25ML,25.0,53.652378689856235,72.16244933785659,83.34762898522436,2008
AKNE-MYCIN SOL 25ML,25.0,12.944776056752378,17.73434319775079,20.48316639340216,2008
ALCINAL PLUS 20CAP,20.0,,,,2008
ALCON AZOPT 1% 5ML,5.0,53.53775224612053,72.00827677103207,83.16955967054204,2008
ALDACTONE 100MG 10T,10.0,14.337036082715908,19.641739433320783,22.686209045485505,2008
ALDACTONE 25MG 20T,20.0,13.314773240825327,18.24123933993066,21.068631437619914,2008
ALDARA 5% CREAM 12SACH,12.0,368.4607435567639,432.9413736791977,500.04728659947335,2008
ALDOSPIRONE 100MG 20TAB,20.0,28.33406340457694,38.81766686427035,44.83440522823226,2008
ALDOSPIRONE 25MG 20TAB,20.0,13.156890554175266,18.02494005922016,20.818805768399287,2008
ALENDRONATE TEVA 10MG 30TAB,30.0,131.3561026614824,164.1951283268525,189.64537321751465,2008
ALENDRONATE TEVA 70MG 4TAB,4.0,112.20124893638152,140.2515611704775,161.9905531519015,2008
ALGOLYSIN FORTE 20T,20.0,,,,2008
ALKERAN  2MG 25 TABS,25.0,69.46702597856977,93.43314994117638,107.91528818205872,2008
ALKERAN INJ 50MG/10ML,1.0,260.2910007878674,305.84192592574374,353.247424444234,2008
ALLEGRO NASAL SPRAY 15ML (120DOSES),120.0,56.896628495530585,76.52596532648866,88.3874899520944,2008
ALLORIL 100MG 50TAB,50.0,14.241483640026418,19.51083258683617,22.535011637795776,2008
ALLORIL 300MG 20TAB,20.0,12.680673239642875,17.372522338310773,20.065263300748942,2008
ALOMIDE 10ML,10.0,40.8188717466241,54.90138249920941,63.411096786586874,2008
ALPHA D3 0.25MCG 50CAP,50.0,44.40029267976188,59.71839365427976,68.97474467069313,2008
ALPHA D3 1MCG 50CAP,50.0,121.56733222348045,151.95916527935,175.51283589764927,2008
ALPHAGAN P 0.15% 5ML,5.0,,,,2008
ALPRALID 0.25MG 30TAB,30.0,9.428766137999999,12.91740960906,14.9196080984643,2008
ALPRALID 0.50MG 30TAB,30.0,16.15473076733043,22.13198115124265,25.56243822968526,2008
ALPRALID 1MG 30TAB,30.0,28.991384351967145,39.718196562194926,45.87451702933514,2008
ALPROX 0.25MG 30TAB,30.0,9.428766137999999,12.91740960906,14.9196080984643,2008
ALPROX 0.50MG 30TAB,30.0,16.15473076733043,22.13198115124265,25.56243822968526,2008
ALPROX 1MG 30TAB,30.0,28.991384351967145,39.718196562194926,45.87451702933514,2008
ALU-CAP 120CAP,120.0,,,,2008
AMARYL 1MG 30TAB,30.0,18.592637063926933,25.471912777579853,29.42005925810473,2008
AMARYL 2MG 30TAB,30.0,31.388422814701922,43.0021392561416,49.66747084084354,2008
AMARYL 3MG 30TAB,30.0,46.25749121164988,62.21632567966912,71.85985616001783,2008
AMIODACORE 200MG 30TAB,30.0,36.96956269893377,50.6483008975393,58.49878753665789,2008
AMLODIPINE TEVA 10MG 20TAB,20.0,36.940428665999995,50.60838727242,58.452687299645106,2008
AMLODIPINE TEVA 10MG 30TAB,30.0,55.410642999000004,74.527314833655,86.07904863287152,2008
AMLODIPINE TEVA 5MG 20TAB,20.0,23.37573926245745,32.02476278956664,36.988601021949464,2008
AMLODIPINE TEVA 5MG 30TAB,30.0,35.06360889368619,48.0371441843501,55.482901532924366,2008
AMLOW 10MG 20TAB,20.0,36.940428665999995,50.60838727242,58.452687299645106,2008
AMLOW 5MG 20TAB,20.0,23.37573926245745,32.02476278956664,36.988601021949464,2008
AMOXI 500MG 20CAP,20.0,23.75683160871727,32.5468593039427,37.59162249605382,2008
AMOXICLAV-TEVA 250 SUSP 100ML,100.0,40.07615391853723,53.90242702043253,62.25730320859958,2008
AMOXICLAV-TEVA 250MG 20TAB,20.0,27.41372158792659,37.55679857545944,43.37810235465565,2008
AMOXICLAV-TEVA 500 20TAB,20.0,64.74320085111073,87.0796051447439,100.5769439421792,2008
ANAFRANIL 25MG 30TAB,30.0,12.836511575711999,17.58602085872544,20.311854091827886,2008
ANAFRANIL SR 75MG 20TAB,20.0,32.79173825834819,44.92468141393703,51.888007033097274,2008
ANDROCUR 10MG 15TAB,15.0,28.542046282780447,39.102603407409156,45.16350693555758,2008
ANDROCUR 50MG 50TAB,50.0,174.33740437710122,217.92175547137623,251.69962756943954,2008
ANDROGEL 25MG 30SACHX2.5G,30.0,237.06071663999998,278.546342052,321.72102507006,2008
ANDROGEL 50MG 30SACHX5G,30.0,248.2451391718623,291.6880385269379,336.8996844986132,2008
ANDROXON 40MG 30CAP,30.0,55.2411236240015,74.29931127428202,85.81570452179574,2008
